owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
"Q5 DISTILLERY, LLC",AMERICAN FIFTH,MI-S-20200,112 N LARCH ST BLDG,LANSING,MI,48912,,42.739906149999996,-84.50638842275859
"HOPSIDE BREWERY, LLC",,MI-S-20201,129 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,45.0620148,-83.4766292256931
COLD SPRING BREWING COMPANY,COLD SPRING BREWING COMPANY,MN-S-15003,219 RED RIVER AVE N,COLD SPRING,MN,56320,STEARNS,45.5618153,-94.333022
"PANTHER DISTILLERY, LLC",,MN-S-15008,300 E PIKE ST,OSAKIS,MN,56360,DOUGLAS,45.7121254,-95.2737569
"GLACIAL GRAIN SPIRITS, LLC",,MN-S-20,270 20TH ST,BENSON,MN,56215,SWIFT,45.310602,-95.6018
SHERWOODS WINERY & DISTILLERY LLC,,MN-S-20001,6743 E COOK LAKE RD,DULUTH,MN,55803,ST LOUIS,46.8203898,-92.08527412081386
"BLANK COLLECTIVE, LLC",ENDLESS WEST,MI-S-20205,1200 OAKMAN BLVD BLDG B,DETROIT,MI,48238,,42.36412165,-83.08849193200862
119 WEST ENTERPRISES LLC,,MI-S-20216,119 W BRIDGE ST & 110 W CHART ST,PLAINWELL,MI,49080,ALLEGAN,42.2536276,-85.57905592494048
"NEW HOLLAND BREWING COMPANY, L.L.C.",NEW HOLLAND BREWING COMPANY,MI-S-20217,64 W MICHIGAN AVE,BATTLE CREEK,MI,49017,CALHOUN,42.33568395,-85.28456432388842
COPPER KETTLE II LLC,COPPER KETTLE,MI-S-20220,939 W HOUGHTON LAKE DR,PRUDENVILLE,MI,48651,ROSCOMMON,44.2981633,-84.68104611725352
WHOLE HEARTED WINERY INC,,MI-S-20226,56808 GRAND RIVER AVE STE 5,NEW HUDSON,MI,48165,,42.3893748,-83.50637874238865
"THE BRASS RING BREWING COMPANY, LLC",BRASS RING BREWING,MI-S-20238,2404 SE EASTERN AVE,GRAND RAPIDS,MI,49507,KENT,43.1777258,-85.2909243
ARMORY BREWING COMPANY LLC,GRAND ARMORY BREWING COMPANY,MI-S-20240,1734 AIRPARK DR STE A & B,GRAND HAVEN,MI,49417,OTTAWA,43.0365071,-86.2190423
"NEW BELGIUM BREWING COMPANY, INC.",BELL'S DISTILLERY,MI-S-20245,8938 KRUM AVE,COMSTOCK,MI,49041,KALAMAZOO,42.2536276,-85.57905592494048
"UNCLE JOHN'S FRUIT HOUSE WINERY, L.L.C.",,MI-S-205,8614 N US HIGHWAY 27,SAINT JOHNS,MI,48879,CLINTON,42.9775816,-84.5403793
"UNRULY BREWING COMPANY, LLC",,MI-S-20203,360 W WESTERN AVE,MUSKEGON,MI,49440,,43.0365071,-86.2190423
"ROAK BREWING CO., LLC",DARK HORSE BREWING COMPANY,MI-S-20207,519 S KALAMAZOO AVE,MARSHALL,MI,49068,CALHOUN,42.33568395,-85.28456432388842
"ENITED, LLC",,MI-S-20208,7795 SADDLEBAG LAKE RD,LAKE ODESSA,MI,48849,BARRY,42.5817038,-84.8039147
TANTRICK BREWING CO. LLC,TANTRICK BREWING,MI-S-20209,241 & 243 HUBBARD ST,ALLEGAN,MI,49010,ALLEGAN,42.2536276,-85.57905592494048
"MICHIELS BREWING, LLC",GRAVEL BOTTOM CRAFT BREWERY,MI-S-20210,452 ADA DR STE 100,ADA,MI,49301,KENT,43.1777258,-85.2909243
TANTRICK BREWING CO. LLC,TANTRICK BREWING,MI-S-20211,134 WATER ST,ALLEGAN,MI,49010,ALLEGAN,42.2536276,-85.57905592494048
"OFF THE CHAIN BREWSTILLERY, LLC",,MI-S-20212,1434 COLFAX AVE UNIT 2,GRAND HAVEN,MI,49417,OTTAWA,43.0365071,-86.2190423
SALT BREWING COMPANY LLC,SALTROCK BREWING COMPANY,MI-S-20213,519 W IONIA ST,LANSING,MI,48933,INGHAM,42.739906149999996,-84.50638842275859
"LOST CELLARS, INC.",LOST CELLARS,MI-S-20214,4434 S US HWY 31,CHARLEVOIX,MI,49720,USA,45.7795325,-84.7328110494403
"SHANKAR DISTILLERS, LLC",SHANKAR DISTILLERS,MI-S-20215,1030 CHICAGO RD,TROY,MI,48083,OAKLAND,42.36412165,-83.08849193200862
TK BEVERAGE LLC,,MI-S-20218,78 JACKSON PLZ,ANN ARBOR,MI,48103,WASHTENAW,42.3893748,-83.50637874238865
RENAISSANCE MAN CO.,RENAISSANCE MAN CO,MI-S-20221,318 GRAND RIVER AVE,PORT HURON,MI,48060,,42.9985224,-82.4326853
"GREEN DOOR DISTILLING COMPANY, LLC",,MI-S-20222,429 E NORTH ST,KALAMAZOO,MI,49007,,42.2536276,-85.57905592494048
DOMOWE NALEWKI INC,,MI-S-20223,695 W MICHIGAN AVE,BATTLE CREEK,MI,49037,CALHOUN,42.33568395,-85.28456432388842
"CHATEAU AERONAUTIQUE WINERY, LLC",MILE HIGH DISTILLERY,MI-S-20225,12000 N PENTECOST HWY,ONSTED,MI,49265,LENAWEE,41.874695849999995,-84.0319347
LONE LIGHT SPIRITS LLC,LONE LIGHT SPIRITS,MI-S-20227,1507 JARVIS ST,FERNDALE,MI,48165,OAKLAND,42.3893748,-83.50637874238865
VIRTUE SPIRITS LLC,VIRTUE SPIRITS,MI-S-20228,1100 ROCKWELL DR,FREELAND,MI,48623,MIDLAND,43.6607817,-84.2401667
HEART & TAIL LLC,SPIRIT HOUSE,MI-S-20229,533 10TH AVE,MENOMINEE,MI,49858,MENOMINEE,45.8090945,-88.037775
ORE DOCK BREWING COMPANY LLC,,MI-S-20230,114 W SPRING ST,MARQUETTE,MI,49855,MARQUETTE,45.8090945,-88.037775
"PRISTINE ALCOHOL, LLC",,MI-S-20231,2512 BUSHA HWY,MARYSVILLE,MI,48040,,42.9985224,-82.4326853
OUR CRAFTED LIFE LLC,OUR CRAFTED LIFE,MI-S-20232,723 BROOKSIDE DR,LANSING,MI,48917,,42.662342,-84.5903251
"CANAL STREET BREWING CO., L.L.C.",FOUNDERS BREWING CO,MI-S-20234,235 GRANDVILLE AVE SW,GRAND RAPIDS,MI,49503,KENT,43.1777258,-85.2909243
DECATUR TASTINGS LLC,FINAL GRAVITY,MI-S-20235,100 S PHELPS ST STE B,DECATUR,MI,49079,VAN BUREN,42.2536276,-85.57905592494048
TOWNIES BREWERY L.L.C.,TOWNIES BREWERY,MI-S-20236,2350 W LIBERTY ST,ANN ARBOR,MI,48103,WASHTENAW,42.3893748,-83.50637874238865
DRAUGHT HORSE GROUP L.L.C.,DRAUGHT HORSE BREWERY,MI-S-20237,57721 GRAND RIVER AVE,NEW HUDSON,MI,48165,OAKLAND,42.3893748,-83.50637874238865
PAW PAW BREWING COMPANY L.L.C.,,MI-S-20239,780 S GREMPS ST,PAW PAW,MI,49079,VAN BUREN,42.2536276,-85.57905592494048
STEAM & CO SPIRITS LLC,STEAM & CO SPIRITS,MI-S-20242,3400 MICHIGAN AVE,DETROIT,MI,48216,WAYNE,42.36412165,-83.08849193200862
"RIGHT BRAIN BEVERAGES, L.L.C.",RIGHT BRAIN BREWERY,MI-S-20243,225 E 16TH ST,TRAVERSE CITY,MI,49684,TRAVERSE COUNTY,44.282221,-85.39700280254453
"BOSS CIDER COMPANY, LLC",BOSS CIDER COMPANY,MI-S-20244,147 S MAIN ST UNIT A,LESLIE,MI,49251,INGHAM,42.739906149999996,-84.50638842275859
SOKOLOSKI BREWING LLC,GREAT WHITE BUFFALO BREWING CO,MI-S-20246,101 W MAIN ST STE 101,NORTHVILLE,MI,48617,WAYNE,43.4082349,-84.4713839
"CHATEAU OPERATIONS, LTD.",DBA CHATEAU CHANTAL,MI-S-203,15900 RUE DE VIN,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.282221,-85.39700280254453
"LOON LIQUORS, LLC",LOON LIQUORS,MN-S-20008,1325 ARMSTRONG RD UNIT 165,NORTHFIELD,MN,55057,RICE,44.9863392,-93.17945580218503
"CHANKASKA CREEK RANCH & WINERY, LLC",CHANKASKA CREEK RANCH & WINERY,MN-S-20011,1179 E PEARL ST,KASOTA,MN,56050,LESUEUR,44.3127305,-93.9674624
"WANDER NORTH DISTILLERY, LLC",,MN-S-20012,"771 HARDING ST, NE STE 150",MINNEAPOLIS,MN,55413,HENNEPIN,44.9863392,-93.17945580218503
"SKAALVENN DISTILLERY, LLC",,MN-S-20017,8601 73RD AVE N STE 12&14,BROOKLYN PARK,MN,55428,HENNEPIN,44.9863392,-93.17945580218503
"TATTERSALL COMPANIES, LLC",TATTERSALL DISTILLING COMPANY,MN-S-20020,"1620 CENTRAL AVE, NE STE 150",MINNEAPOLIS,MN,55413,HENNEPIN,44.9863392,-93.17945580218503
"WAYZATA BREW WORKS, LLC",,MN-S-20022,"294 GROVE LN, E UNIT 150B",WAYZATA,MN,55391,,44.8271173,-93.4686226
"WHITE BEAR LAKE DISTILLERY, LLC",WEST 7TH SPIRITS,MN-S-20031,1081 S BIRCH LAKE BLVD UNIT 3,WHITE BEAR LAKE,MN,55110,RAMSEY,44.9863392,-93.17945580218503
DASHFIRE LLC,DASHFIRE,MN-S-20035,1620 CENTRAL AVE NE STE 152,MINNEAPOLIS,MN,55413,,44.9863392,-93.17945580218503
ROYAL FOUNDRY CRAFT SPIRITS CORPORATION,,MN-S-20041,241 FREMONT AVE N,MINNEAPOLIS,MN,55405,HENNEPIN,44.9863392,-93.17945580218503
FOUR DAUGHTERS VINEYARD AND WINERY LLC,FOUR DAUGHTERS VINEYARD & WINERY,MN-S-20053,78757 STATE HIGHWAY 16,SPRING VALLEY,MN,55975,,43.7742285,-92.4814318
FORGE AND FOUNDRY DISTILLERY COMPANY,,MN-S-20056,223 MAIN ST N,STILLWATER,MN,55082,,45.0754794,-92.8278547
"VIKRE DISTILLERY, LLC",,MN-S-20003,525 S LAKE AVE STE 102,DULUTH,MN,55802,ST. LOUIS,46.8203898,-92.08527412081386
"BLUME BRAUHAUS, LLC",BENT BREWSTILLERY,MN-S-20004,1744 TERRACE DR,ROSEVILLE,MN,55113,USA,44.9863392,-93.17945580218503
"LAKE COUNTRY LIBARE DISTILLING, LLC",J. CARVER DISTILLERY,MN-S-20006,1320 MILL LN,WACONIA,MN,55387,CARVER,44.8271173,-93.4686226
"MILLERS AND SAINTS DISTILLERY, LLC",,MN-S-20007,4848 W 35TH ST,ST LOUIS PARK,MN,55416,HENNEPIN,44.9863392,-93.17945580218503
THE 11WELLS SPIRITS COMPANY LLC,,MN-S-20009,704 MINNEHAHA AVE E,ST. PAUL,MN,55106,RAMSEY,44.95642695,-93.10306871961981
DU NORD CRAFT SPIRITS LLC,DU NORD SOCIAL SPIRITS,MN-S-20010,2610 E 32ND ST UNIT 2,MINNEAPOLIS,MN,55406,HENNEPIN,44.9863392,-93.17945580218503
MASON DIXON SPIRITS LLC,,MN-S-20013,311 FIRST STREET N,WINSTED,MN,55395,,44.906315,-94.03274
BROTHER JUSTUS WHISKEY CO. LLC,,MN-S-20015,3300 5TH ST NE STE B,MINNEAPOLIS,MN,55418,,44.9863392,-93.17945580218503
LOST FALLS DISTILLERY LLC,,MN-S-20016,1915 E 22ND ST,MINNEAPOLIS,MN,55404,HENNEPIN,44.9863392,-93.17945580218503
LAWLESS DISTILLING COMPANY L.L.C.,LAWLESS DISTILLING COMPANY,MN-S-20018,"2619 28TH AVE, S STE 100",MINNEAPOLIS,MN,55406,HENNEPIN,44.9863392,-93.17945580218503
J.C. DILL FARM LLC,,MN-S-20019,32350 LOFTON AVE,CHISAGO CITY,MN,55013,WASHINGTON COUNTY,44.9863392,-93.17945580218503
"ISANTI SPIRITS, LLC",,MN-S-20021,4242 285TH AVE NW,ISANTI,MN,55040,ISANTI,44.9863392,-93.17945580218503
THE DAMPFWERK DISTILLERY CO,DAMPFWERK DISTILLING,MN-S-20025,6311 CAMBRIDGE ST,SAINT LOUIS PARK,MN,55416,HENNEPIN,44.9863392,-93.17945580218503
"TWIN SPIRITS DISTILLERY, LLC",,MN-S-20026,"2931 CENTRAL AVE, NE",MINNEAPOLIS,MN,55418,,44.9863392,-93.17945580218503
ROCKFILTER DISTILLERY LLC,,MN-S-20027,113 MAPLE DR,SPRING GROVE,MN,55974,,43.5235155,-91.7723797
GARVIN HEIGHTS VINEYARDS LLC,,MN-S-20028,2255 GARVIN HEIGHTS RD,WINONA,MN,55987,WINONA,44.04534085,-91.69518768969843
"PANTHER DISTILLERY, LLC",PANTHER DISTILLERY,MN-S-20029,114 W MAIN ST,OSAKIS,MN,56360,DOUGLAS,45.7121254,-95.2737569
"FLYING DUTCHMAN SPIRITS, LLC",,MN-S-20030,6801 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,HENNEPIN,44.8271173,-93.4686226
STUDIO DISTILLING LLC,,MN-S-20032,2114 WASHINGTON ST NE,MINNEAPOLIS,MN,55418,HENNEPIN,44.9863392,-93.17945580218503
KEVIN SATHRE,,MN-S-20033,66765 140TH ST,ADAMS,MN,55909,MOWER,43.6136002,-92.4279376
"10,000 DROPS CRAFT DISTILLERS LLC","10,000 DROPS CRAFT DISTILLERS",MN-S-20036,28 NE 4TH ST,FARIBAULT,MN,55021,,44.2982601,-93.26022002853091
"DULUTH WHISKEY PROJECT, LLC",,MN-S-20038,525 S LAKE AVE STE 102,DULUTH,MN,55812,,46.8203898,-92.08527412081386
SWEETLAND ORCHARD LLC,,MN-S-20039,26205 FAIRLAWN AVE,WEBSTER,MN,55088,,44.8271173,-93.4686226
"THE NEXT CHAPTER WINERY, LLC",THE NEXT CHAPTER WINERY,MN-S-20042,16945 S 320TH STREET ST,NEW PRAGUE,MN,56071,LE SUEUR,44.8271173,-93.4686226
IDA GRAVES L.L.C.,,MN-S-20043,5422 LAKE IDA WAY NW,ALEXANDRIA,MN,56308,DOUGLAS,45.849555,-95.4001783
CANTILEVER BRIDGE DISTILLERY LLC,,MN-S-20044,2078 SPRUCE ST,RANIER,MN,56668,KOOCHICHING,48.6031005,-93.3714803
"BRUBAKER ACRES, INC.",BRUBAKER ACRES,MN-S-20047,34404 WOLF PACK PATH,GRAND RAPIDS,MN,55744,ITASCA,47.2195605,-93.5228012
BRAINERD DISTILLING COMPANY,5ROCKS DISTILLING CO,MN-S-20048,25 WASHINGTON ST NE,BRAINERD,MN,56401,CROW WING,46.3431312,-94.2205261
APPLESRUS LLC,APPLESRUS,MN-S-20049,3856 65TH ST NE,ROCHESTER,MN,55906,OLMSTED,44.0225051,-92.4633399
TAPPED BEVERAGE COMPANY LLC,STILHEART,MN-S-20050,124 3RD AVE N UNIT 100,MINNEAPOLIS,MN,55401,HENNEPIN,44.9863392,-93.17945580218503
"45TH PARALLEL SPIRITS, LLC",,MN-S-20052,228 WATER ST S,STILLWATER,MN,55082,WASHINGTON,45.0754794,-92.8278547
"RAHR TECHNICAL CENTER, LLC",RAHR TECHNICAL CENTER,MN-S-20054,502 FIRST AVE W BLDG,SHAKOPEE,MN,55379,,44.8271173,-93.4686226
LITTLE ROUND STILL LLC,LITTLE ROUND STILL,MN-S-20055,114 S JEFFERSON ST,WADENA,MN,56482,WADENA,46.5720829,-95.1660338
A DAVIS DISTILLERY LLC,POCKET SQUARE COCKTAIL LOUNGE,MN-S-20058,7530 42ND AVE N,NEW HOPE,MN,55428,HENNEPIN,44.9863392,-93.17945580218503
"FOUNTAIN HILL WINERY & VINEYARD, LLC",FOUNTAIN HILL WINERY AND VINEYARD,MN-S-20069,731 COUNTY RD 30 SE,DELANO,MN,55328,WRIGHT COUNTY,44.8271173,-93.4686226
KING COIL SPIRITS CO,KING COIL SPIRITS,MN-S-20075,"550 VANDALIA ST STE 140, 150",ST. PAUL,MN,55114,RAMSEY,44.9863392,-93.17945580218503
"STRONG SPIRITS DISTILLING, INC.",S.D. STRONG DISTILLING,MO-S-20001,8500 NW RIVER PARK DR STE 136A,PARKVILLE,MO,64152,PLATTE,39.0336761,-94.57807525807405
REECE'S DISTILLED SPIRITS LLC,,MO-S-20005,1075 W KATHRYN ST UNIT 5,NIXA,MO,65714,CHRISTIAN,37.1985798,-93.2785105
"TOM'S TOWN DISTILLING COMPANY, LLC.",TOM'S TOWN DISTILLING COMPANY,MO-S-20018,1701 MAIN ST,KANSAS CITY,MO,64108,JACKSON,39.0336761,-94.57807525807405
"RESTLESS SPIRITS DISTILLING COMPANY, LLC",,MO-S-20022,109 E 18TH AVE,NORTH KANSAS CITY,MO,64116,,39.0336761,-94.57807525807405
"O'SHAUGHNESSY DISTILLING, LLC",O’SHAUGHNESSY DISTILLING CO.,MN-S-20060,600 MALCOLM AVE SE,MINNEAPOLIS,MN,55414,HENNEPIN,44.9863392,-93.17945580218503
"ATOMIC BRANDS, INC.",,MN-S-20061,219 RED RIVER AVE N,COLD SPRING,MN,56230,,44.796881600000006,-95.1672965359442
100 MILL STREET DISTILLERY LLC,,MN-S-20062,200 W 88TH ST STE 300,BLOOMINGTON,MN,55420,HENNEPIN,44.9863392,-93.17945580218503
STEARNS AMERICAN LLC,,MN-S-20063,112 AVON AVE,AVON,MN,56310,STEARNS,45.6076451,-94.4525685
"HIGHWATER ETHANOL, LLC",,MN-S-20065,24500 US STATE HWY 14,LAMBERTON,MN,56152,,44.45744485,-95.75923679578392
"AL-CORN CLEAN FUEL, LLC",,MN-S-20066,797 5TH ST,CLAREMONT,MN,55924,,44.2982601,-93.26022002853091
MAD HATTER WHISKEY LLC,OBBINK DISTILLERY,MN-S-20068,11 DATE ST E,ST JOSEPH,MN,56374,,45.5643554,-94.3197484
"3GIRLSCHAI, INC","SATTWA CHAI, GRAY DUCK CHAI",MN-S-20070,2114 WASHINGTON ST NE,MINNEAPOLIS,MN,55418,HENNEPIN,44.9863392,-93.17945580218503
"THE BEVSOURCE LAB, LLC",THE LAB,MN-S-20071,767 EUSTIS ST STE 500,ST. PAUL,MN,55114,RAMSEY,44.9863392,-93.17945580218503
"BLACK FROST DISTILLING, LLC",BLACK FROST DISTILLING,MN-S-20072,201 1ST ST N,NEW ULM,MN,56073,BROWN,44.3132448,-94.4615849
IRON STREET DISTILLERY LLC,,MN-S-20073,539 E SAINT GERMAIN ST,ST CLOUD,MN,56304,BENTON,45.5424963,-94.129879
AMERICAN BEVERAGE CORPORATION,,MN-S-20074,219 RED RIVER AVE N,COLD SPRING,MN,56320,STEARNS,45.5618153,-94.333022
TAP BEVERAGE CONSULTING LLC,,MN-S-20076,1607 S 12TH STREET,PRINCETON,MN,55371,SHERBURNE,45.4597074,-93.6221057
NYSTROM ORCHARD LLC,NYSTROM ORCHARD,MN-S-20077,30679 QUINE AVE,WORTHINGTON,MN,56187,NOBLES,43.6067111,-95.615057
AUGUST SCHELL BREWING COMPANY,AUGUST SCHELL BREWING COMPANY,MN-S-20078,1860 SCHELL RD,NEW ULM,MN,56073,,44.3132448,-94.4615849
"MCCORMICK DISTILLING CO., INC.","MCCORMICK DISTILLING CO., INC.",MO-S-1,1 MCCORMICK LN,WESTON,MO,64098,PLATTE,39.3951,-94.8900333
"CROWN VALLEY WINERY, INC.",CROWN VALLEY DISTILLING CO.,MO-S-15006,13326 STATE ROUTE F,SAINTE GENEVIEVE,MO,63670,SAINTE GENEVIEVE,38.1991239,-90.39772
"GOLDEN TRIANGLE ENERGY, LLC",,MO-S-15007,15053 HIGHWAY 111,CRAIG,MO,64437,HOLT,39.98613,-95.147282
CHEMISPHERE CORPORATION,CHEMISPHERE CORPORATION,MO-S-15010,2101 CLIFTON AVE,SAINT LOUIS,MO,63139,SAINT LOUIS CITY,38.613395100000005,-90.25938328907534
"ST. LOUIS DISTILLERY, LLC",ST. LOUIS DISTILLERY,MO-S-15012,825 S MAIN ST,SAINT CHARLES,MO,63301,SAINT CHARLES,38.613395100000005,-90.25938328907534
ARTISAN SPIRITS LLC,PINCKNEY BEND DISTILLING COMPANY,MO-S-15013,1101 B MILLER ST,NEW HAVEN,MO,63068,FRANKLIN,38.5083705,-91.2295351
"LUXCO, INC.",,MO-S-2,5050 KEMPER AVE,SAINT LOUIS,MO,63139,SAINT LOUIS CITY,38.613395100000005,-90.25938328907534
MISSOURI STATE UNIVERSITY,,MO-S-20,9740 RED SPRING RD,MOUNTAIN GROVE,MO,65711,WRIGHT,37.1502282,-92.26212977560728
"T'S REDNECK STEAKHOUSE, INC.",,MO-S-20002,221 EVERGREEN PKWY,LEBANON,MO,65536,LACLEDE,37.640744,-93.087911
"OF THE EARTH FARM DISTILLERY, LLC",OF THE EARTH FARM DISTILLERY,MO-S-20003,17190 HIGHWAY 13 HWY,RICHMOND,MO,64085,RAY,39.2095393,-93.5295226
"STILL 630, LLC",STILL 630,MO-S-20004,1000 S 4TH ST,SAINT LOUIS,MO,63104,,38.613395100000005,-90.25938328907534
"WOOD HAT SPIRITS, LLC",WOOD HAT SPIRITS,MO-S-20008,489 BOONESLICK RD,NEW FLORENCE,MO,63363,MONTGOMERY,38.722941,-91.517482
"LES BOURGEOIS VINEYARDS, INC.",LES BOURGEOIS VINEYARD,MO-S-20009,HWY BB,ROCHEPORT,MO,65279,BOONE,38.93641465,-92.32970301784542
MID-BEST DISTILLERY INC,MID-BEST DISTILLERY,MO-S-20010,423 VALLEY RD,GRAVOIS MILLS,MO,65037,MORGAN,38.1978541,-92.8287218
SAPCO INC,CANTINA FAST SERVE COCKTAILS,MO-S-20011,6625 MALL DR,CEDAR HILL,MO,63016,JEFFERSON,38.1973133,-90.3998884
"SHAWNEE BLUFF DISTILLERIES, LLC",,MO-S-20012,8 TOLWOOD RD,ELDON,MO,65026,,38.57920795,-92.17290223077364
"OZARK HILLS MOONSHINE, LLC",OZARK HILLS MOONSHINE,MO-S-20013,625 CEDAR CREEK RD,CHADWICK,MO,65629,CHRISTIAN,37.2017202,-93.28077135844916
DOGMASTER DISTILLERY L.L.C.,DOGMASTER DISTILLERY,MO-S-20014,210 ST. JAMES ST STE D,COLUMBIA,MO,65201,BOONE,38.93641465,-92.32970301784542
"JACOB RIEGER & COMPANY, LLC",JACOB RIEGER & COMPANY,MO-S-20016,2700 GUINOTTE AVE,KANSAS CITY,MO,64120,,39.0336761,-94.57807525807405
"THE FOUNTAIN ON LOCUST, INC.",,MO-S-20019,3037 LOCUST ST,ST LOUIS,MO,63103,,38.613395100000005,-90.25938328907534
ROCKING C DISTILLERY LLC,ROCKING C DISTILLERY,MO-S-20020,20665 US HIGHWAY 136,PRINCETON,MO,64673,MERCER,40.3996387,-93.5934388
"LIFTED SPIRITS DISTILLATION, LLC",LIFTED SPIRITS,MO-S-20021,1734 CHERRY ST,KANSAS CITY,MO,64108,JACKSON,39.0336761,-94.57807525807405
"BONE HILL VIEW DISTILLERY, LLC",BONE HILL VIEW DISTILLERY,MO-S-20023,321 S HUDSON ST,BUCKNER,MO,64016,JACKSON,39.2408369,-94.2880031
"TEMPEST DISTILLING & SPIRITS, CO., LLC",,MO-S-20024,2926 LOCUST BLVD,SAINT LOUIS,MO,63103,SAINT LOUIS,38.613395100000005,-90.25938328907534
"COOPER'S OAK WINERY ASSOCIATES, L.L.C.",SKULLSPLITTER SPIRITS,MO-S-20036,9603 HIGHWAY B,HIGBEE,MO,65257,RANDOLPH,38.93641465,-92.32970301784542
"MOONSHINERS DISTILLERY, LLC",MOONSHINERS DISTILLERY,MO-S-20065,14077 NW COUNTY ROAD 9312 UNIT A,AMSTERDAM,MO,64723,BATES,38.255999,-94.337008
MCCRACKEN ANCESTRAL SPIRITS DISTILLERY LLC,,MO-S-20066,4418 HIGHWAY 123,FAIR PLAY,MO,65649,POLK,37.6421225,-93.1146719
"NAKED SPIRITS, LLC",NAKED SPIRITS,MO-S-20071,1002 HANLEY INDUSTRIAL CT,ST. LOUIS,MO,63144,ST. LOUIS,38.613395100000005,-90.25938328907534
THE PUBLIC HOUSE BREWING COMPANY LLC,PUBLIC HOUSE BREWING CO.,MO-S-20076,551 STATE ROUTE B,ST. JAMES,MO,65559,ST. JAMES,37.9930982,-91.5743215
MMAD SPIRITS DISTILLERY LLC,MMAD SPIRITS DISTILLERY LLC,MO-S-20078,1524 PORTER WAGONER BLVD,WEST PLAINS,MO,65775,,36.65104,-91.70206
"WOODSMEN, LLC",,MO-S-20027,7239 HWY A,HIGBEE,MO,65257,,38.93641465,-92.32970301784542
MISSOURI RIDGE DISTILLERY LLC,MISSOURI RIDGE DISTILLERY,MO-S-20028,7000 STATE HIGHWAY 248,BRANSON,MO,65616,TANEY,36.7090479,-93.22287349074594
STACI BENNETT,REDBIRD FARM DISTILLERY,MO-S-20029,27904 E PINK HILL RD,INDEPENDENCE,MO,64057,JACKSON,39.0336761,-94.57807525807405
OZARK MOUNTAIN DISTILLING LLC,WHITE MULE DISTILLERY,MO-S-20030,7631 HIGHWAY T,PURDY,MO,65734,BARRY,36.74976885,-94.06013969825531
"TRIPLE SSS VENTURES, LLC",,MO-S-20031,197 ADAIR RD,BRANSON,MO,65616,,36.7090479,-93.22287349074594
SOULARD ISLAND L.L.C.,SOULARD ISLAND SPIRITS,MO-S-20033,1013 ANN AVE,ST. LOUIS,MO,63104,,38.613395100000005,-90.25938328907534
"4 HANDS BREWING COMPANY, LLC",4 HANDS BREWING COMPANY,MO-S-20034,1220 S 8TH ST,SAINT LOUIS,MO,63104,SAINT LOUIS CITY,38.613395100000005,-90.25938328907534
"ROCKIN' A DISTILLERY, LLC",ROCKIN' A DISTILLERY,MO-S-20035,44307 E STATE ROUTE B,CREIGHTON,MO,64739,CASS,38.2560677,-94.3332202
"WEISS HOLDINGS, LLC",FERNWEH DISTILLING COMPANY,MO-S-20037,4 SCHILLER ST,HERMANN,MO,65041,,38.722941,-91.517482
"CAVE VINEYARD, LLC",,MO-S-20038,21124 CAVE RD,STE. GENEVIEVE,MO,63670,SAINTE GENEVIEVE,38.1991239,-90.39772
BUB'S DISTILLERY LLC,,MO-S-20039,1846 ST 125 HWY,ROGERSVILLE,MO,65742,,37.1985798,-93.2785105
VERITASI LIMITED COMPANY,,MO-S-20040,9 SW THIRD ST,LEES SUMMIT,MO,64063,JACKSON,39.0336761,-94.57807525807405
SUGARMILL DISTILLING LLC,,MO-S-20042,35 COUNTY ROAD 802,SIKESTON,MO,63801,NEW MADRID,36.880826,-89.55798
"ROTTEN REGGIE DISTILLERY, LLC",,MO-S-20043,,WILLOW SPRINGS,MO,65793,,36.65104,-91.70206
MEAN MULE DISTILLERY CO LLC,MEAN MULE DISTILLING CO,MO-S-20044,1733 LOCUST ST,KANSAS CITY,MO,64108,MISSOURI,39.0336761,-94.57807525807405
ARCANA LLC,SWITCHGRASS SPIRITS,MO-S-20046,6100 IDADALE AVE,ST. LOUIS,MO,63133,,38.613395100000005,-90.25938328907534
"SUGAR CREEK ACQUISITION, LLC",,MO-S-20047,45 PROGRESS PKWY,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,38.613395100000005,-90.25938328907534
"BREW HUB TAP GROUP, LLC",BREW HUB TAPROOM,MO-S-20048,5656 OAKLAND AVE,ST. LOUIS,MO,63110,,38.613395100000005,-90.25938328907534
"ROCKY TOP ENTERPRISES, LLC",COPPER MULE DISTILLERY,MO-S-20049,2258 E 100 HWY,HERMANN,MO,65041,GASCONADE,38.722941,-91.517482
"ISHAMS ORDINARY, LLC",,MO-S-20052,700 FAY ST,COLUMBIA,MO,65201,,38.93641465,-92.32970301784542
"THE VILLAGE-BRH, LLC",THE VILLAGE BAR,MO-S-20053,12247 MANCHESTER RD,SAINT LOUIS,MO,63131,ST. LOUIS,38.613395100000005,-90.25938328907534
PHANTOM V DISTILLING COMPANY LLC,SHINE SHACK,MO-S-20055,85 NE 501ST RD STE A,WARRENSBURG,MO,64093,,38.75751565,-93.74083106361525
NOBLETONS LLC,NOBLETONS DISTILLING HOUSE,MO-S-20056,529 COMMERCIAL DR,UNION,MO,63084,FRANKLIN,38.43293,-90.9941533
