owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
PROOF BREWING CO.,CURIOSA COCKTAILS,FL-S-20144,1320 S MONROE ST,TALLAHASSEE,FL,32301,LEON,30.3959509,-84.3448635
"THE PAPAGALO COMPANY, LLC",SAILBIRD DISTILLING,FL-S-20146,228 W KING ST STE A,ST. AUGUSTINE,FL,32084,SAINT JOHNS,29.915136750000002,-81.3245522967618
"MOONRISE DISTILLERY, INC.",,GA-S-20003,31 WEBB RD,CLAYTON,GA,30525,RABUN,34.8708332,-83.3738837
3 HORSES DISTILLERY LLC,3H DISTILLERY,FL-S-20150,2230 LOST PINE TRL BLDG 2,BROOKSVILLE,FL,34604,HERNANDO,28.8527517,-81.5738575
"TREASURE COAST BREWING & DISTILLING, LLC",FRAZIER CREEK BREWING & DISTILLING COMPANY,FL-S-20154,973 SE FEDERAL HWY,STUART,FL,34994,MARTIN,27.1707733,-80.2957364
PALM & PINE FARM DISTILLERY LLC,,FL-S-20156,2855 NE COUNTY ROAD 340,HIGH SPRINGS,FL,32543,GILCHRIST,28.9943053,-81.4151089
"BRAWLER'S WOOD DISTILLERY, LLC",,FL-S-20157,2532 OLD OKEECHOBEE RD UNIT 22,WEST PALM BEACH,FL,33409,PALM BEACH,28.8314146,-81.7873878
"PASSTUR, INC.",,FL-S-20160,4100 N POWERLINE RD STE H-5,POMPANO BEACH,FL,33073,BROWARD,26.28501385,-80.2204346732294
"SUNSHINE CELLARS ORLANDO, LLC",CARIBBEAN MOONSHINE,FL-S-20165,8200 VINELAND AVE STE 750,ORLANDO,FL,32821,,28.5421109,-81.3790304
ISLAMORADA DISTILLING LLC,CROOKED PALM CABANA,FL-S-20175,90184 OVERSEAS HWY UNIT 100,TAVERNIER,FL,33070,MONROE,28.5421109,-81.3790304
"INDEPENDENT DISTILLING COMPANY, LLC",J&M SPIRIT COMPANY,GA-S-20006,547 E COLLEGE AVE,DECATUR,GA,30030,,33.776094799999996,-84.3988076699857
"ASW DISTILLERY, LLC",ASW DISTILLERY,GA-S-20014,"199 ARMOUR DR NE STE C, D & F",ATLANTA,GA,30324,FULTON,33.776094799999996,-84.3988076699857
CARIBBEAN DISTILLERS LLC,FLORIDA DISTILLERS COMPANY,FL-S-20151,530 N DAKOTA AVE,LAKE ALFRED,FL,33850,POLK,28.5421109,-81.3790304
"BEAT CULTURE BREWING COMPANY, LLC",BEAT CULTURE,FL-S-20152,7250 NW 11TH ST,MIAMI,FL,33126,MIAMI-DADE,28.8322712,-81.831363
ROCKPIT BREWING LLC,ROCKPIT BREWING,FL-S-20153,10 W ILLIANA ST,ORLANDO,FL,32806,ORANGE,28.5421109,-81.3790304
UNBRANDED BREWING COMPANY,UNBRANDED BREWING COMPANY,FL-S-20155,1395 E 11TH AVE,HIALEAH,FL,33010,DADE,28.8321292,-81.5273173
CALAVERA BEVERAGE INC.,CALAVERA BEVERAGE,FL-S-20158,274 SERENOA RD STE 1A,SANTA ROSA BEACH,FL,32459,WALTON,30.386325,-86.40532051347496
WALLS DISTILLING COMPANY LLC,,FL-S-20159,1327 S MONROE ST STE 6,TALLAHASSEE,FL,32301,,30.3959509,-84.3448635
MARKER 48 BREWING LLC,MARKER 48 BREWING,FL-S-20161,12147 CORTEZ BLVD,BROOKSVILLE,FL,34613,HERNANDO,28.8501634,-81.5757864
REVE BREWING LLC,MAYPORT GARDEN CLUB,FL-S-20163,1261 MAYPORT RD,ATLANTIC BEACH,FL,32233,DUVAL,28.7997476,-81.4218455
AMERICAN FREEDOM DISTILLERY LLC,,FL-S-20164,2232 5TH AVE S,ST. PETERSBURG,FL,33712,PINELLAS,28.8404991,-81.7784185
WINE STREAM INC,LIQUOR STREAM,FL-S-20166,1915 W CHERRY ST,TAMPA,FL,33607,HILLSBOROUGH,28.8011475,-81.7085348
MILKWEED SPIRITS LLC,BIG JERK BLACK LABEL,FL-S-20167,257 AMBER ST UNIT J,PENSACOLA,FL,32503,ESCAMBIA,30.42496745,-87.26286042931456
GOLD CREST DIST CORP,,FL-S-20168,1150 JETPORT DR,ORLANDO,FL,32809,ORANGE,28.5421109,-81.3790304
"BROKEN PLANK RUM, LLC",,FL-S-20169,239 FIELD END ST,SARASOTA,FL,34240,SARASOTA,28.8482343,-81.5493986
SAVEURS LAKAY LLC,,FL-S-20170,13438 NW 38TH CT,OPA-LOCKA,FL,33025,MIAMI DADE,25.9765852,-80.2820805
"PASSION JUICE BAR, LLC",MUSCLE CRAFT DISTILLERY,FL-S-20171,4745 SE DESOTO AVE,STUART,FL,34997,,27.1707733,-80.2957364
HOMOSASSA DISTILLERY COMPANY LLC,,FL-S-20173,8759 W TRADEWAYS CT,HOMOSASSA,FL,34448,CITRUS,28.8493612,-81.5526363
THE LAGUNITAS BREWING COMPANY,CERVECERIA LA TROPICAL,FL-S-20174,42 NE 25TH ST,MIAMI,FL,33137,DADE,28.8321009,-81.7852528
MAGIC 13 BREWING COMPANY LLC,MAGIC 13 BREWING CO.,FL-S-20176,340 NE 61ST ST,MIAMI,FL,33137,MIAMI-DADE,28.8321009,-81.7852528
"MANGO BOTTLING, INC.","MANGO BOTTLING, INC",FL-S-26,767 CLEARLAKE RD,COCOA,FL,32922,BREVARD,28.5421109,-81.3790304
"BARTOW ETHANOL OF FLORIDA, L.C.","BARTOW ETHANOL OF FLORIDA, LLC",FL-S-29,1705 E MANN RD,BARTOW,FL,33830,POLK,28.5421109,-81.3790304
"FAT DOG SPIRITS, LLC",,FL-S-31,3212 N 40TH ST STE 701,TAMPA,FL,33605,HILLSBOROUGH,28.8405701,-81.5618934
"THIRTEENTH COLONY DISTILLERIES, LLC",,GA-S-15002,305 N DUDLEY ST,AMERICUS,GA,31709,SUMTER,32.0898881,-84.2420357
"MAPLE GROVE PRODUCTS, INC.",,GA-S-15003,630 INTERCHANGE DR,ATLANTA,GA,30336,FULTON,33.7670764,-84.55107182322945
DAN KENNETH RIVERS SR.,,GA-S-15008,540 W THIRD ST,JACKSON,GA,30233,BUTTS,33.22105425,-84.0608616827223
"LMM DIVERSIFIED, INC.",,GA-S-15009,201 N MAIN ST,ODUM,GA,31555,WAYNE,31.63842065,-81.94512716994576
STILL POND DISTILLERS L.L.C.,STILL POND DISTILLERS,GA-S-20002,1575 STILL POND RD LOT 1,ARLINGTON,GA,39813,CALHOUN,30.8895996,-84.56850910668756
"OLD FOURTH DISTILLERY, LTD. CO.",OLD FOURTH DISTILLERY,GA-S-20004,487 EDGEWOOD AVE,ATLANTA,GA,30312,FULTON,33.776094799999996,-84.3988076699857
"DALTON DISTILLERS, LLC","DALTON DISTILLERY, LLC",GA-S-20005,109 E MORRIS ST,DALTON,GA,30720,WHITFIELD,34.74628665,-84.95903007984379
"LAZY GUY BRANDS, INC.",LAZY GUY DISTILLERY,GA-S-20007,2950 MOON STATION RD,KENNESAW,GA,30144,,34.0014201,-84.5898164
R.M. ROSE COMPANY,,GA-S-20009,890 FRANKLIN ST,DILLARD,GA,30537,RABUN,35.0201436,-83.3824402
MIDNIGHT RUN DISTILLERY LLC,,GA-S-20011,7859 S 221 HWY,BARTOW,GA,30413,JEFFERSON,32.874681,-82.403901
"GRANDADDY MIMMS, LLC",GRANDADDY MIMM'S DISTILLING CO.,GA-S-20012,112 WELLBORN ST,BLAIRSVILLE,GA,30512,UNION,34.86228295,-83.99942845000001
HOPE SPRINGS DISTILLERY LLC,,GA-S-20013,4839 RAILROAD AVE STE E,LILBURN,GA,30047,,33.9044754,-84.11176987728086
"WILD CREEK DISTILLERY, LLC",WILD CREEK WINE AND SPIRITS,GA-S-20016,1133 WILDER RD,PELHAM,GA,31779,GRADY,31.173892,-84.1491078
"GHOST COAST DISTILLERY, LLC",GHOST COAST DISTILLERY,GA-S-20017,641 INDIAN ST,SAVANNAH,GA,31401,CHATHAM,31.97821865,-81.16273033504638
"STONEWALL CREEK DISTILLERS, INC.",,GA-S-20018,100 SORGHUM MILL,LAKEMONT,GA,30552,RABUN,34.744714,-83.466151
SAVANNAH SPRITS DISTILLING LTD. COMPANY,SAVANNAH SPIRITS DISTILLING CO.,GA-S-20021,112 WHITAKER ST,SAVANNAH,GA,31401,CHATHAM,31.97821865,-81.16273033504638
GATE CITY BREWING COMPANY LLC,,GA-S-20033,43 MAGNOLIA ST STE A & B,ROSWELL,GA,30075,FULTON,33.931732499999995,-84.3624468155225
ABW ATLANTA LLC,NEW REALM DISTILLING CO.,GA-S-20040,550 SOMERSET TER NE STE 101,ATLANTA,GA,30306,,33.776094799999996,-84.3988076699857
"SOUTHERN BREWING CO., INC.",,GA-S-20047,231 COLLINS INDUSTRIAL BLVD,ATHENS,GA,30601,,33.9404278,-83.37304904988295
HALLWAY BREWING LLC,GET LUCKY SPIRITS,GA-S-20053,975 CHATTAHOOCHEE AVE NW,ATLANTA,GA,30318,,33.776094799999996,-84.3988076699857
NOFO BREWING COMPANY LLC,,GA-S-20054,6150 GEORGIA HWY 400 STE A,CUMMING,GA,30028,,34.2585284,-84.0907225
"CREATURE COMFORTS BREWING COMPANY, LLC",CREATURE COMFORTS,GA-S-20057,271 W HANCOCK AVE,ATHENS,GA,30601,CLARKE,33.9404278,-83.37304904988295
MURRELL'S ROW SPIRITS LLC,,GA-S-20062,235 DEKALB INDUSTRIAL WAY STE 1,DECATUR,GA,30030,,33.776094799999996,-84.3988076699857
"JEKYLL BREWING, LLC",JEKYLL BREWING,GA-S-20065,2855 MARCONI DR STE 350,ALPHARETTA,GA,30005,,34.1159666,-84.2212725
"ATLANTA HARD CIDER CO. & DISTILLERY, INC.",,GA-S-20066,1010 ROSWELL ST,MARIETTA,GA,30060,,33.9125686,-84.5721236
"REFORMATION BREWERY, LLC",REFORMATION BREWERY,GA-S-20071,225 REFORMATION PKWY STE 500,CANTON,GA,30114,CHEROKEE,34.267857,-84.457367
"RICHLAND DISTILLING COMPANY, LLC",,GA-S-20022,1406 NEWCASTLE ST,BRUNSWICK,GA,31250,STEWART,44.72422295,-73.14704151731551
DRY COUNTY BREWING COMPANY LLC.,DRY COUNTY SPIRITS,GA-S-20023,1500 LOCKHART DR,KENNESAW,GA,30144,COBB,34.0014201,-84.5898164
"LITT SPIRITS, INC.",LITT SPIRITS,GA-S-20025,5570 TULANE DR SW STE K,ATLANTA,GA,30336,FULTON,33.7670764,-84.55107182322945
"TWO PILOTS DISTILLERY, INC.",,GA-S-20026,9022 SUNBURY RD,CLAXTON,GA,30417,,32.161212,-81.903004
"SWAMP FOX DISTILLING, LLLP","SWAMP FOX DISTILLING, LLLP",GA-S-20027,110 MCDUFFIE ST,BUENA VISTA,GA,31803,MARION,32.3181553,-84.5184518
POST MERIDIEM SPIRIT COMPANY LLC,POST MERIDIEM,GA-S-20030,1209 LOGAN CIR NW,ATLANTA,GA,30318,FULTON,33.776094799999996,-84.3988076699857
"SLH TRADING COMPANY, LLC",,GA-S-20031,644 GRASSY FLATS RD,COLQUITT,GA,39837,MILLER,31.1724445,-84.7323508
CRAFT BEVERAGE CONCEPTS LLC,WILD LEAP,GA-S-20034,308 MAIN ST,LAGRANGE,GA,30240,TROUP,33.043174,-85.013328
"GREEN BOMBER, LLC",GREEN BOMBER,GA-S-20035,200 INDUSTRIAL DR STE C,CARTERSVILLE,GA,30120,BARTOW,34.1543084,-84.7952958
"BRENNTAG MID-SOUTH, INC.",,GA-S-20036,2225 LAWRENCE ST,EAST POINT,GA,30344,FULTON,33.776094799999996,-84.3988076699857
OAK STREET SPIRITS LLC,,GA-S-20037,115 OAK ST STE 101,ROSWELL,GA,30075,FULTON,33.931732499999995,-84.3624468155225
"MACON BEER COMPANY, LLC",,GA-S-20038,458 SECOND ST,MACON,GA,31201,,32.80878545,-83.73527176738966
"SOUTHERN BREWING CO., INC.",,GA-S-20039,123 N LUMPKIN ST,MONROE,GA,30655,,33.796500300000005,-83.74322118202662
"DOMA VENTURES, INC.",DISTILLERY OF MODERN ART,GA-S-20041,2197 IRVINDALE DR,CHAMBLEE,GA,30341,,33.931732499999995,-84.3624468155225
"SECOND SELF, LLC",SECOND SELF,GA-S-20043,1311 LOGAN CIR NW,ATLANTA,GA,30318,FULTON,33.776094799999996,-84.3988076699857
"FLINT RIVER DISTILLERY, LLC",FLINT RIVER DISTILLERY,GA-S-20044,269 JONES MILL RD,WOODBURY,GA,30293,,32.91284455,-84.33172964999999
ATLANTIC GIN DISTILLERY LLC,ATLANTIC GIN,GA-S-20045,2003 S BIBB DR,TUCKER,GA,30084,US,33.8528554,-84.2140206
"SWEETWATER BREWING COMPANY, LLC",,GA-S-20046,195 NE OTTLEY DR,ATLANTA,GA,30324,,33.776094799999996,-84.3988076699857
"SCOFFLAW, LLC",SCOFFLAW,GA-S-20049,1738 MACARTHUR BLVD,ATLANTA,GA,30318,FULTON,33.776094799999996,-84.3988076699857
"ANHEUSER-BUSCH, LLC",ANHEUSER-BUSCH,GA-S-20050,100 BUSCH DR,CARTERSVILLE,GA,30121,,34.2019655,-84.78964664904069
SUGAR HILL DISTILLERY LLC,,GA-S-20051,1166 CHURCH ST,SUGAR HILL,GA,30518,GWINNETT,34.1257517,-83.9868635
"REMEDY DISTILLERY, LLC",,GA-S-20056,885 MAIN STREET ST SW,GAINESVILLE,GA,30501,HALL,34.2821737,-83.8216923
ELSEWHERE BREWING CO,,GA-S-20058,1039 GRANT ST SE STE B34,ATLANTA,GA,30315,,33.735526699999994,-84.3886513344851
"RED HARE BREWING COMPANY, LLC",,GA-S-20059,29 W PARK SQ,MARIETTA,GA,30064,,33.9125686,-84.5721236
"JEKYLL BREWING CITY CENTER, LLC",JEKYLL BREWING,GA-S-20060,15 ACADEMY ST UNIT 1E,ALPHARETTA,GA,30009,,34.0815685,-84.2653902
PRETORIA FIELDS LLC,,GA-S-20061,120 PINE AVE,ALBANY,GA,31701,,31.5339678,-84.19254493414799
"1861 DISTILLERY, INC.",1861 DISTILLERY,GA-S-20063,314 SMITH AVE,THOMASVILLE,GA,31792,THOMAS,30.851954,-83.98143
"MATHEWS BEVERAGES, LLC",ATOMICA,GA-S-20067,535 E 39TH ST,SAVANNAH,GA,31401,CHATHAM,31.97821865,-81.16273033504638
"OLDKNOW, LLC",OLDKNOW BEV CO,GA-S-20068,301 N MAIN ST,CLAYTON,GA,30525,,34.8708332,-83.3738837
"GLOVER PARK BREWERY, LLC",,GA-S-20069,65 ATLANTA ST,MARIETTA,GA,30060,,33.9125686,-84.5721236
"CALIFORMULATIONS, LLC",CALIFORMULATIONS,GA-S-20070,6000 TECHNOLOGY PKWY,COLUMBUS,GA,31907,MUSCOGEE,32.484802,-84.895995
CRAFT BEVERAGE CONCEPTS LLC,,GA-S-20072,71 BUSCH DR,LAGRANGE,GA,30240,TROUP,33.043174,-85.013328
"ABW SAVANNAH, LLC",,GA-S-20074,120 WHITAKER ST,SAVANNAH,GA,31401,CHATHAM,31.97821865,-81.16273033504638
FRONT PORCH SIPPING DISTILLERY LLC,,GA-S-20075,1008 E CRAWFORD ST,MEIGS,GA,31765,THOMAS,30.99999365,-84.059452246217
"REFORMATION BREWERY, LLC",REFORMATION BREWERY,GA-S-20076,105 ELM ST,WOODSTOCK,GA,30188,CHEROKEE,34.1332667,-84.5110844
"WORLD WHISKEY SOCIETY CO., LLC",,GA-S-20077,225 H D ROBINSON BLVD,PENDERGRASS,GA,30567,,34.1533555,-83.66326831865754
"SCOFFLAW, LLC",SCOFFLAW,GA-S-20080,214 NW CHATTAHOOCHEE ROW,ATLANTA,GA,30318,FULTON,33.776094799999996,-84.3988076699857
"GRIDLEY BREWING, LLC",,GA-S-20082,11455 LAKEFIELD DR STE 300,JOHN'S CREEK,GA,30097,FULTON,34.1224972,-84.1707601
HIPPIN HOPS BREWERY INC,HIPPIN HOPS DISTILLERY,GA-S-20086,2380 HOSEA L. WILLIAMS DR,ATLANTA,GA,30317,DEKALB,33.776094799999996,-84.3988076699857
WILD LEAP LLC,,GA-S-20091,125 TED TURNER DR SW STE B & D,ATLANTA,GA,30313,,33.776094799999996,-84.3988076699857
"ANDERBY BREWING, LLC",ANDERBY BREWING,GA-S-20098,110 TECHNOLOGY PKWY STE 200,PEACHTREE CORNERS,GA,30092,GWINNETT,33.928456,-84.244904
"STONECREST DISTILLERY, INC.",,GA-S-20099,2520 PARK CENTRAL BLVD STE D-5,DECATUR,GA,30035,DEKALB,33.738743,-84.35898851883468
"MURPHDOG, LLC",,GA-S-20104,2129 NORTHWEST PKWY SE STE 105,MARIETTA,GA,30067,,33.931732499999995,-84.3624468155225
THE UNKNOWN BARRELWORKS LLC,,GA-S-20105,3172 E PONCE DE LEON AVE STE E,SCOTTDALE,GA,30079,DEKALB,33.7921284,-84.2734747
INDIO BREWING CO,,GA-S-20110,5019 W BROAD ST SUITE M144 & M145,SUGAR HILL,GA,30518,GWINNETT,34.1257517,-83.9868635
GRANITE MOUNTAIN CRAFT DISTILLERY LLC,GRANITE MOUNTAIN CRAFT DISTILLERY LLC,GA-S-20112,1054 MAIN ST STE F,STONE MOUNTAIN,GA,30083,DEKALB,33.7757073,-84.2950592
BLOCK & DRUM LLC,,GA-S-20116,5105 PEACHTREE BLVD BLDG B,CHAMBLEE,GA,30341,DEKALB,33.931732499999995,-84.3624468155225
BLUE RIDGE DISTILLERY INC.,BLUE RIDGE DISTILLERY,GA-S-20117,116 WEST MAIN ST UNIT 1D,BLUE RIDGE,GA,30513,FANNIN,34.87708805,-84.32289645933004
SHORTBARREL LLC,SHORTBARREL,GA-S-20120,6325 MCDONOUGH DR STE A,NORCROSS,GA,30093,GWINNETT,33.9174924,-84.1641923
ELSEWHERE BREWING CO,,GA-S-20124,950 W MARIETTA ST STE 132,ATLANTA,GA,30318,,33.776094799999996,-84.3988076699857
"BUCKING GOAT BREWING COMPANY, LLC",,GA-S-20128,76 SEVEN HILLS BLVD STE 105,DALLAS,GA,30132,,33.9090008,-84.8196096
BOLD NOT CRAZY LLC,CELLAR BOLD & DISTILLERY,GA-S-20130,3180 FLORENCE RD STE 105,POWDER SPRINGS,GA,30127,COBB,33.88596375,-84.73985450348209
CFS HOLDINGS LLC.,FREEDOM BREW AND SHINE,GA-S-20078,2730 SPOT RD STE B,CUMMING,GA,30040,FORSYTH,34.1747092,-84.1536064
COPPERHEAD SHINE LLC,COPPERHEAD SHINE,GA-S-20079,139 BRETT RD,SANDERSVILLE,GA,31082,WASHINGTON,32.9295172,-82.80298762767858
"KOLANI DISTILLERS, LLC",,HI-S-126,320 BALDWIN AVE,PAIA,HI,96779,MAUI,20.9204679,-156.3234749
HAWAII SEA SPIRITS LLC,,HI-S-15000,4051 OMAOPIO RD,KULA,HI,96790,MAUI,20.7696469,-156.3274968
"BEAR MOUNTAIN RANCH, L.L.C.",RAIDER DISTILLING,GA-S-20081,466 RUSH CREEK HWY,WOODLAND,GA,31836,,32.677849699999996,-84.54054725071545
"OLD TIMER’S HOLDINGS, LLC",OLD TIMERS HOLDINGS LLC,GA-S-20087,621 NEW PHOENIX RD,EATONTON,GA,31024,PUTNAM,33.295841949999996,-83.3863039
MILTON BREWING LLC,,GA-S-20088,1850 HERITAGE WALK,MILTON,GA,30004,,34.0850838,-84.263574
RED TOP BREWHOUSE LLC,RED TOP BREWHOUSE,GA-S-20089,4637 S MAIN ST,ACWORTH,GA,30101,,34.03975355,-84.68543485000001
BOFFIN CRAFT DISTILLERY LLC,OAK HOUSE DISTILLERY,GA-S-20093,1015 MACON HWY,ATHENS,GA,30606,,33.9404278,-83.37304904988295
REFRESCO BEVERAGES US INC.,,GA-S-20094,1001 10TH AVE,COLUMBUS,GA,31901,,32.457243,-84.911583
R.M. ROSE COMPANY,,GA-S-20095,1896 DICKS HILL PKWY,MT AIRY,GA,30563,,34.519211,-83.459679
JAIL CREEK FARMS LLC,JAIL CREEK FARMS,GA-S-20096,1151 HWY 96 W,JEFFERSONVILLE,GA,31044,TWIGGS,32.5930116,-83.6132914
MONDAY NIGHT VENTURES LLC,MONDAY NIGHT BREWING,GA-S-20100,670 TRABERT AVE NW,ATLANTA,GA,30318,FULTON,33.776094799999996,-84.3988076699857
"SOLDIER OF THE SEA DISTILLERY, LLC",SOLDIER OF THE SEA DISTILLERY,GA-S-20101,22 E SOUTH AVE,COMER,GA,30629,MADISON,34.060302,-83.124303
WILD FLORA FARM LLC,WILD FLORA FARM,GA-S-20102,7975 HIGHWAY 54,SHARPSBURG,GA,30277,COWETA,33.407062499999995,-84.72653516219512
"TALL PINES DISTILLING, LLC",ROADSIDE BEVERAGE GROUP,GA-S-20103,161 PAPPYS PLZ,BLAIRSVILLE,GA,30512,GA,34.86228295,-83.99942845000001
DB DISTILLERY INC,WHITE PATH CREEK DISTILLERY,GA-S-20106,1211 OLD NORTHCUTT RD,ELLIJAY,GA,30540,GILMER,34.714161849999996,-84.501025045545
THE LOST DRUID LLC,,GA-S-20107,165 PINE ST,AVONDALE ESTATES,GA,30002,,33.738743,-84.35898851883468
LAHOOD & COMPANY LLC,,GA-S-20108,97 E RAILROAD ST,MONTEZUMA,GA,31063,MACON,32.470202799999996,-83.74314703151964
DRY COUNTY BREWING COMPANY LLC.,DRY COUNTY BREWING,GA-S-20111,2573 SUMMERS ST,KENNESAW,GA,30144,COBB,34.0014201,-84.5898164
"LONGLEAF DISTILLING, LLC",LONGLEAF DISTILLING CO.,GA-S-20113,664 SECOND ST,MACON,GA,31201,MACON-BIBB,32.80878545,-83.73527176738966
"HOUSE OF APPLEJAY, INC.",,GA-S-20114,67 FOWLER ST BLDG B,EAST ELLIJAY,GA,30540,GILMER,34.714161849999996,-84.501025045545
NOFO BREWING COMPANY LLC,,GA-S-20115,434 HIGH ST,GAINESVILLE,GA,30501,,34.2821737,-83.8216923
ALPHA MAIN LLC,,GA-S-20119,8634 MAIN ST,WOODSTOCK,GA,30188,CHEROKEE,34.1332667,-84.5110844
"WILD HEAVEN CRAFT BEERS, LLC",WILD HEAVEN BEER,GA-S-20121,135 B MAPLE ST,DECATUR,GA,30030,DEKALB,33.776094799999996,-84.3988076699857
STILLFIRE BREWING CO.,,GA-S-20122,343 HIGHWAY 23,SUWANEE,GA,30024,,34.0381769,-84.0506029
NOFO BREWING COMPANY LLC,,GA-S-20123,1939 HELEN HWY,CLEVELAND,GA,30528,,34.576879149999996,-83.76009046198718
THOMAS WAYNE DISTILLERY LLC,THOMAS WAYNE DISTILLERY,GA-S-20125,201 BELL PL STE A,WOODSTOCK,GA,30188,CHEROKEE,34.1332667,-84.5110844
JEKYLL BREWING GAINESVILLE LLC,,GA-S-20126,908 S GROVE ST STE J & K,GAINESVILLE,GA,30501,,34.2821737,-83.8216923
SWALLOW CREEK DISTILLERY LLC,SWALLOW CREEK DISTILLERY,GA-S-20127,1710 BEARMEAT RD,HIAWASSEE,GA,30546,TOWNS,34.9538917,-83.7594988121723
GRAIN PROCESSING CORPORATION,,IA-S-1,1600 OREGON ST,MUSCATINE,IA,52761,MUSCATINE,41.6683126,-91.57952674093114
"CEDAR RIDGE VINEYARD, LLC",CEDAR RIDGE DISTILLERY,IA-S-15000,1441 MARAK RD,SWISHER,IA,52338,JOHNSON,41.6683126,-91.57952674093114
"SPIRITS, L.C.C.",SIPP'N,IA-S-15010,303 SE 2ND ST,GRIMES,IA,50111,POLK,41.59038385,-93.60778142377049
GREEN FROG DISTILLERY LLC,GREENFROG DISTILLERY L.L.C.,IA-S-15014,3345 270TH AVE,KEOKUK,IA,52632,LEE,40.3895675,-91.4110584
"TEMPLETON RYE SPIRITS, LLC",,IA-S-15016,209 S RYE AVE,TEMPLETON,IA,51463,CARROLL,41.8977306,-95.0662581
DUNKEL CORPORATION,IOWA DISTILLING COMPANY,IA-S-20001,4349 CUMMING AVE,CUMMING,IA,50061,WARREN,41.373691,-93.736618
"WERNER DISTILLING, LLC.",,IA-S-20002,5068 110TH ST,HOLSTEIN,IA,51025,IDA,42.3505478,-95.4654493
"PARADISE DISTILLING COMPANY, LLC",,IA-S-20004,245 RAILROAD AVE,DUBUQUE,IA,52003,DUBUQUE,42.9732457,-90.1334393
"3-OAKS DISTILLERY, L.L.C.",,IA-S-20006,23039 PFEILER RD,HOLY CROSS,IA,52053,DUBUQUE,42.7130046,-90.9871186
"CARGILL, INCORPORATED",,IA-S-20007,1950 HARVEST AVE,FORT DODGE,IA,50501,WEBSTER,42.48953095,-94.20326483753622
BAD BEAR ENTERPRISES LLC.,LEGENDARY RYE,IA-S-20009,707 N MAIN ST,CARROLL,IA,51401,CARROLL,41.8977306,-95.0662581
"VBJ BEVERAGES, L.L.C.",VBJ BEVERAGES,IA-S-20010,401 PARKSIDE DR,WEST BRANCH,IA,52358,CEDAR,41.6683126,-91.57952674093114
"LONELY OAK DISTILLERY, LLC",,IA-S-20011,1833 ELMWOOD RD,EARLING,IA,51530,,41.854192,-95.585626
"CAT'S EYE DISTILLERY, LLC",,IA-S-20016,3232 BEAR TOOTH CT,BETTENDORF,IA,52722,SCOTT,41.54695385,-90.55319098489616
"O & R VENTURES, LLC",DRAMS AND DASHES,IA-S-20017,593 62ND ST UNIT 110,MARION,IA,52302,LINN,41.6683126,-91.57952674093114
"FOUNDRY DISTILLING COMPANY, LLC",,IA-S-20019,111 S 11TH ST,WEST DES MOINES,IA,50265,POLK,41.373691,-93.736618
"TEMPLETON DISTILLING, LLC",,IA-S-20020,209 E 3RD ST,TEMPLETON,IA,51463,,41.8977306,-95.0662581
"S & B FARMSTEAD, LLC",S&B FARMS DISTILLERY,IA-S-20021,212 E RAMSEY ST,BANCROFT,IA,50517,,43.200584,-94.219719
"BLUFF CREEK DISTILLERY, L.L.C.",,IA-S-20024,947 170TH ST,BOONE,IA,50036,,42.0279608,-93.64473746093857
ROCKY TOP INVESTMENTS LLC,,IA-S-20025,3294 170TH ST,ROCK RAPIDS,IA,51246,LYON,43.4330247,-96.3329339
ARCHER DANIELS MIDLAND COMPANY,FLEISCHMANN DISTILLING COMPANY,IA-S-17,1251 BEAVER CHANNEL PKWY,CLINTON,IA,52732,CLINTON,41.826842,-90.2113605
"JOHN ERNEST DISTILLERY, INC.",,IA-S-20012,3365 BLACK HAWK AVE NW,OXFORD,IA,52322,JOHNSON,41.6683126,-91.57952674093114
"DEHNER DISTILLERY, LLC",DEHNER DISTILLERY,IA-S-20013,7500 UNIVERSITY AVE STE E & F,CLIVE,IA,50325,POLK,41.59038385,-93.60778142377049
"MIDWEST LIQUOR COMPANY, LLC",STATE BRANDS,IA-S-20026,808 SW CHERRY ST STE 105 & 106,ANKENY,IA,50023,,41.59038385,-93.60778142377049
LEVECKE CORPORATION,,HI-S-15010,HALIIMAILE BASE YARD BLDG #20,MAKAWAO,HI,96768,MAUI,20.902278,-156.303946
"MANULELE DISTILLERS, LLC",MANULELE DISTILLER LLC,HI-S-20002,92-1770 KUNIA RD UNIT 227,KUNIA,HI,96759,HONOLULU,21.379409,-158.022601
KO'OLAU SPIRITS LLC,KO'OLAU DISTILLERY,HI-S-20014,905 KALANIANAOLE HWY UNIT 5015/5004,KAILUA,HI,96734,HONOLULU,21.2920698,-157.846227
VALLEY ISLE DISTILLING CO LLC,,HI-S-20019,873 HALIIMAILE RD BLDG 20,MAKAWAO,HI,96768,MAUI,20.902278,-156.303946
HALEIWA DISTILLING COMPANY LLC,HALEIWA DISTILLING COMPANY,HI-S-20022,NON-TRADITIONAL ADDRESS,HALEIWA,HI,96712,,21.379409,-158.022601
ALCHEMY MAUI LLC,,HI-S-20025,157 KUPUOHI ST UNIT J1/J2,LAHAINA,HI,96761,USA,21.2750615,-157.8154405
"CHERRY MEADOW, INC",CHERRY MEADOW,IA-S-20030,4659 HYW 13 2AL WATERHOUSE AVE SUITE 2& 3,CENTRAL CITY,IA,52214,USA,41.6683126,-91.57952674093114
